group,object,title
Устройство свайного основания (поз.33),"[['Насосная станция утилизации очищенных стоков (поз.33)', 'Архитектурно-строительные решения (поз.33)', 'Устройство свайного основания (поз.33)']]",4
Устройство свайного основания (поз.36),"[['Строительство Т.36 Насосная подачи топлива в котельную', 'Архитектурно-строительные решения (АС) (поз. 36)', 'Устройство свайного основания (поз.36)']]",6
Устройство свайного основания (поз.38.1),"[['(Т.38.1) Емкость для сбора трансформаторного масла V=63 м3', 'Архитектурно-строительные решения (АС) (поз.38.1)', 'Устройство свайного основания (поз.38.1)']]",6
Устройство свайного основания (поз.38.1),"[['Емкость для сбора трансформаторного масла V=63 м3 (поз.38.1)', 'Архитектурно-строительные решения (поз.38.1)', 'Устройство свайного основания (поз.38.1)']]",1
Устройство свайного основания (поз.38.1),"[['Т.38.1 Емкость для сбора трансформаторного масла V=63 м3', 'Архитектурно-строительные решения (АС) (поз.38.1)', 'Устройство свайного основания (поз.38.1)']]",6
Устройство свайного основания (поз.4),"[['(Т.4) Площадка фильтров-грязеуловителей', 'Архитектурно-строительные решения (АС) (поз.4)', 'Устройство свайного основания (поз.4)']]",2
Устройство свайного основания (поз.4),"[['Строительство Т.4 Площадка фильтров-грязеуловителей', 'Архитектурно-строительные решения (АС) (поз.4)', 'Устройство свайного основания (поз.4)']]",2
Устройство свайного основания (поз.44),"[['(Т.44) Блок-бокс связи', 'Архитектурно-строительные решения (АС) (поз.44)', 'Устройство свайного основания (поз.44)']]",5
Устройство свайного основания (поз.44),"[['Блок-бокс связи (поз.44)', 'Архитектурно-строительные решения (поз.44)', 'Устройство свайного основания (поз.44)']]",4
Устройство свайного основания (поз.45),"[['(Т.45) Антенная опора', 'Архитектурно-строительные решения (АС) (поз.45)', 'Устройство свайного основания (поз.45)']]",6
Устройство свайного основания (поз.45),"[['Антенная опора (поз.45)', 'Архитектурно-строительные решения (поз.45)', 'Устройство свайного основания (поз.45)']]",5
Устройство свайного основания (поз.46),"[['(Т.46) КПП', 'Архитектурно-строительные решения (АС) (поз.46)', 'Устройство свайного основания (поз.46)']]",5
Устройство свайного основания (поз.46),"[['КПП (поз.46)', 'Архитектурно-строительные решения (поз.46)', 'Устройство свайного основания (поз.46)']]",5
Устройство свайного основания (поз.47),"[['(Т.47) Пожарное депо (нет РД)', 'Архитектурно-строительные решения (АС) (поз. 47)', 'Устройство свайного основания (поз.47)']]",6
Устройство свайного основания (поз.47),"[['Пожарное депо (поз.47)', 'Архитектурно-строительные решения (поз.47)', 'Устройство свайного основания (поз.47)']]",3
Устройство свайного основания (поз.49.1),"[['(Т.49.1) Склад пенообразователя', 'Архитектурно-строительные решения (АС) (поз.49.1)', 'Устройство свайного основания (поз.49.1)']]",7
Устройство свайного основания (поз.49.2),"[['(Т.49.2) Склад пенообразователя', 'Архитектурно-строительные решения (АС) (поз.49.2)', 'Устройство свайного основания (поз.49.2)']]",4
Устройство свайного основания (поз.5.1),"[['(Т.5.1) Емкость для сбора утечек нефти и дренажа V=25 м3', 'Архитектурно-строительные решения (АС) (поз.5.1)', 'Устройство свайного основания (поз.5.1)']]",6
Устройство свайного основания (поз.5.1),"[['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.1)', 'Архитектурно-строительные решения (поз.5.1)', 'Устройство свайного основания (поз.5.1)']]",6
Устройство свайного основания (поз.5.2),"[['Емкость для сбора утечек нефти и дренажа (поз.5.2)', 'Архитектурно-строительные решения (поз.5.2)', 'Устройство свайного основания (поз.5.2)']]",10
Устройство свайного основания (поз.5.3),"[['(Т.5.3) Емкость для сбора утечек нефти и дренажа V=25 м3', 'Архитектурно-строительные решения (АС) (поз.5.3)', 'Устройство свайного основания (поз.5.3)']]",9
Устройство свайного основания (поз.5.3),"[['Емкость для сбора утечек нефти и дренажа (поз.5.3)', 'Архитектурно-строительные решения (поз.5.3)', 'Устройство свайного основания (поз.5.3)']]",5
Устройство свайного основания (поз.5.3),"[['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.3)', 'Архитектурно-строительные решения (поз.5.3)', 'Устройство свайного основания (поз.5.3)']]",1
Устройство свайного основания (поз.5.4),"[['(Т.5.4) Емкость для сбора утечек нефти и дренажа V=16 м3', 'Архитектурно-строительные решения (АС) (поз.5.4)', 'Устройство свайного основания (поз.5.4)']]",10
Устройство свайного основания (поз.5.4),"[['Емкость для сбора утечек нефти и дренажа (поз.5.4)', 'Архитектурно-строительные решения (поз.5.4)', 'Устройство свайного основания (поз.5.4)']]",5
Устройство свайного основания (поз.5.4),"[['Емкость для сбора утечек нефти и дренажа V=16 м3 (поз.5.4)', 'Архитектурно-строительные решения (поз.5.4)', 'Устройство свайного основания (поз.5.4)']]",1
Устройство свайного основания (поз.5.5),"[['(Т.5.5) Емкость для сбора утечек нефти и дренажа V=25 м3', 'Архитектурно-строительные решения (АС) (поз.5.5)', 'Устройство свайного основания (поз.5.5)']]",9
Устройство свайного основания (поз.5.5),"[['Емкость для сбора утечек нефти и дренажа V=25 м3 (поз.5.5)', 'Архитектурно-строительные решения (поз.5.5)', 'Устройство свайного основания (поз.5.5)']]",1
Устройство свайного основания (поз.5.7),"[['Емкость для сбора утечек нефти и дренажа V=63 м3 (поз.5.7)', 'Архитектурно-строительные решения (поз.5.7)', 'Устройство свайного основания (поз.5.7)']]",9
Устройство свайного основания (поз.5.8),"[['(Т.5.8) Емкость для сбора утечек нефти и дренажа V=25 м3', 'Архитектурно-строительные решения (АС) (поз.5.8)', 'Устройство свайного основания (поз.5.8)']]",3
Устройство свайного основания (поз.5.8),"[['Емкость для сбора утечек нефти и дренажа (поз.5.8)', 'Архитектурно-строительные решения (поз.5.8)', 'Устройство свайного основания (поз.5.8)']]",5
Устройство свайного основания (поз.56),"[['(Т.56) Спутниковая антенна', 'Архитектурно-строительные решения (АС) (поз.56)', 'Устройство свайного основания (поз.56)']]",6
Устройство свайного основания (поз.57),"[['Резервуар аварийного пролива топлива, V=10 м3 (поз.57)', 'Архитектурно-строительные решения (поз.57)', 'Устройство свайного основания (поз.57)']]",8
Устройство свайного основания (поз.58.4),"[['(Т.58.4) Блок насосной', 'Архитектурно-строительные решения (АС) (поз.58.4)', 'Устройство свайного основания (поз.58.4)']]",5
Устройство свайного основания (поз.58.4),"[['Блок насосный (поз.58.4)', 'Архитектурно-строительные решения (поз.58.4)', 'Устройство свайного основания (поз.58.4)']]",1
Устройство свайного основания (поз.58.6),"[['(Т.58.6) Стояк налива', 'Архитектурно-строительные решения (АС) (поз.58.6)', 'Устройство свайного основания (поз.58.6)']]",3
Устройство свайного основания (поз.58.8),"[['(Т.58.8) Резервуар аварийного пролива топлива V=10м3', 'Архитектурно-строительные решения (АС) (поз.58.8)', 'Устройство свайного основания (поз.58.8)']]",3
Устройство свайного основания (поз.58.8),"[['Резервуар аварийного пролива топлива, V=10 м3 (поз.58.8)', 'Архитектурно-строительные решения (поз.58.8)', 'Устройство свайного основания (поз.58.8)']]",2
Устройство свайного основания (поз.58.9),"[['Емкость шламовая, V=25 м3 (поз.58.9)', 'Архитектурно-строительные решения (поз.58.9)', 'Устройство свайного основания (поз.58.9)']]",9
Устройство свайного основания (поз.59.1),"[['Комплектная автозаправочная станция (поз.59.1)', 'Архитектурно-строительные решения (поз.59.1)', 'Устройство свайного основания (поз.59.1)']]",1
Устройство свайного основания (поз.60),"[['(Т.58.8) Резервуар аварийного пролива топлива V=10м3', '(Т.60) Ремонтный блок с МТС', 'Устройство свайного основания (поз.60)']]",3
Устройство свайного основания (поз.60),"[['(Т.60) Ремонтный блок с МТС', 'Архитектурно-строительные решения (АС) (поз.60)', 'Устройство свайного основания (поз.60)']]",1
Устройство свайного основания (поз.60),"[['Ремонтный блок с МТС (поз.60)', 'Архитектурно-строительные решения (поз.60)', 'Устройство свайного основания (поз.60)']]",1
Устройство свайного основания (поз.64),"[['(Т.64) Склад ЛВЖ и проб', 'Архитектурно-строительные решения (АС) (поз.64)', 'Устройство свайного основания (поз.64)']]",5
Устройство свайного основания (поз.65.1),"[['(Т.65.1) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.1)', 'Устройство свайного основания (поз.65.1)']]",6
Устройство свайного основания (поз.65.1),"[['Прожекторная мачта Н=28 м (поз.65.1)', 'Архитектурно-строительные решения (поз.65.1)', 'Устройство свайного основания (поз.65.1)']]",6
Устройство свайного основания (поз.65.11),"[['Прожекторная мачта Н=28 м (поз.65.11)', 'Архитектурно-строительные решения (поз.65.11)', 'Устройство свайного основания (поз.65.11)']]",1
Устройство свайного основания (поз.65.13),"[['(Т.65.13) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.13)', 'Устройство свайного основания (поз.65.13)']]",4
Устройство свайного основания (поз.65.2),"[['Прожекторная мачта Н=28 м (поз.65.2)', 'Архитектурно-строительные решения (поз.65.2)', 'Устройство свайного основания (поз.65.2)']]",1
Устройство свайного основания (поз.65.2),"[['Строительство Т.65.2 Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.2)', 'Устройство свайного основания (поз.65.2)']]",5
Устройство свайного основания (поз.65.3),"[['Прожекторная мачта Н=28 м (поз.65.3)', 'Архитектурно-строительные решения (поз.65.3)', 'Устройство свайного основания (поз.65.3)']]",1
Устройство свайного основания (поз.65.3),"[['Строительство Т.65.3 Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.3)', 'Устройство свайного основания (поз.65.3)']]",6
Устройство свайного основания (поз.65.4),"[['Прожекторная мачта Н=28 м (поз.65.4)', 'Архитектурно-строительные решения (поз.65.4)', 'Устройство свайного основания (поз.65.4)']]",1
Устройство свайного основания (поз.65.4),"[['Строительство Т.65.4 Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.4)', 'Устройство свайного основания (поз.65.4)']]",5
Устройство свайного основания (поз.65.5),"[['(Т.65.5) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.5)', 'Устройство свайного основания (поз.65.5)']]",1
Устройство свайного основания (поз.65.6),"[['(Т.65.6) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.6)', 'Устройство свайного основания (поз.65.6)']]",1
Устройство свайного основания (поз.65.6),"[['Прожекторная мачта Н=28 м (поз.65.6)', 'Архитектурно-строительные решения (поз.65.6)', 'Устройство свайного основания (поз.65.6)']]",5
Устройство свайного основания (поз.65.7),"[['(Т.65.7) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.7)', 'Устройство свайного основания (поз.65.7)']]",6
Устройство свайного основания (поз.65.8),"[['(Т.65.8) Прожекторная мачта H=28 м', 'Архитектурно-строительные решения (АС) (поз.65.8)', 'Устройство свайного основания (поз.65.8)']]",5
Устройство свайного основания (поз.66),"[['Станция очистки производственно-дождевых и сточных вод (поз.66)', 'Архитектурно-строительные решения (поз.66)', 'Устройство свайного основания (поз.66)']]",4
Устройство свайного основания (поз.66),"[['Станция очистки производственно-дождевых сточных вод (поз.66)', 'Архитектурно-строительные решения (поз.66)', 'Устройство свайного основания (поз.66)']]",2
Устройство свайного основания (поз.68.1),"[['(Т.68.1) Молниеотвод', 'Архитектурно-строительные решения (АС) (поз.68.1)', 'Устройство свайного основания (поз.68.1)']]",2
Устройство свайного основания (поз.68.2),"[['(Т.68.2) Молниеотвод', 'Архитектурно-строительные решения (АС) (поз.68.2)', 'Устройство свайного основания (поз.68.2)']]",5
Устройство свайного основания (поз.70),"[['(Т.70) Блок дозирования химреагента', 'Архитектурно-строительные решения (АС) (поз.70)', 'Устройство свайного основания (поз.70)']]",1
Устройство свайного основания (поз.71),"[['Емкость дренажная V=8м3 (поз.71)', 'Архитектурно-строительные решения (поз.71)', 'Устройство свайного основания (поз.71)']]",6
Устройство свайного основания (поз.АС1),"[['(СО27, С037) Строительство. Эстакады инженерных сетей', 'АС1', 'Устройство свайного основания (поз.АС1)']]",8
Устройство свайного основания (поз.АС2),"[['(СО27, С037) Строительство. Эстакады инженерных сетей', 'АС2', 'Устройство свайного основания (поз.АС2)']]",6
Устройство свайного основания (поз.АС2),"[['Эстакады сетей инженерных (СО27, С037)', 'Архитектурно-строительные решения (СО27, С037)', 'Устройство свайного основания (поз.АС2)']]",5
Устройство свайного основания (поз.АС3),"[['(С-О27, С-037) Строительство. Эстакады инженерных сетей', 'АС3', 'Устройство свайного основания (поз.АС3)']]",4
Устройство свайного основания (поз.АС3),"[['(СО27, С037) Строительство. Эстакады инженерных сетей', 'АС3', 'Устройство свайного основания (поз.АС3)']]",6
Устройство свайного основания (поз.АС3),"[['*Строительство.Эстакады инженерных сетей С027,С037', 'АС 3', 'Устройство свайного основания (поз.АС3)']]",5
Устройство свайного основания (поз.АС3),"[['Сети инженерные C-027, С-037', 'АС-3', 'Устройство свайного основания (поз.АС3)']]",6
Устройство свайного основания (поз.АС3),"[['Эстакады сетей инженерных (СО27, С037)', 'Архитектурно-строительные решения (СО27, С037)', 'Устройство свайного основания (поз.АС3)']]",2
Устройство свайного основания (поз.АС4),"[['(С-О27, С-037) Строительство. Эстакады инженерных сетей', 'АС4', 'Устройство свайного основания (поз.АС4)']]",1
Устройство свайного основания (поз.АС4),"[['(СО27, С037) Строительство. Эстакады инженерных сетей', 'АС4', 'Устройство свайного основания (поз.АС4)']]",6
Устройство свайного основания (поз.АС4),"[['*Строительство.Эстакады инженерных сетей С027,С037', 'АС 4', 'Устройство свайного основания (поз.АС4)']]",6
Устройство свайного основания (поз.АС4),"[['Сети инженерные C-027, С-037', 'АС-4', 'Устройство свайного основания (поз.АС4)']]",6
Устройство свайного основания (поз.АС4),"[['Эстакады сетей инженерных (СО27, С037)', 'Архитектурно-строительные решения (СО27, С037)', 'Устройство свайного основания (поз.АС4)']]",3
Устройство свайного основания (поз.ЛЧ-ИС1),"[['Мост (ЛЧ-ИС1)', 'Искусственные сооружения (ЛЧ-ИС1)', 'Устройство свайного основания (поз.ЛЧ-ИС1)']]",1
Устройство свайного основания (поз.ЛЧ-ИС2),"[['Мост (ЛЧ-ИС2)', 'Искусственные сооружения (ЛЧ-ИС2)', 'Устройство свайного основания (поз.ЛЧ-ИС2)']]",3
Устройство свайного основания на ПК 16+29.7 ВЛ-10 кВ (С142) ,"[['Т.48 Электрическая воздушная линия', '(ЭВ) Линии электропередачи воздушные', 'Устройство свайного основания на ПК 16+29.7 ВЛ-10 кВ (С142) ']]",5
Устройство свайного основания на ПК 16+65.5 ВЛ-10 кВ (С142) ,"[['Т.48 Электрическая воздушная линия', '(ЭВ) Линии электропередачи воздушные', 'Устройство свайного основания на ПК 16+65.5 ВЛ-10 кВ (С142) ']]",5
Устройство свайного основания на переходе (Поз.1),"[['Узел редуцирования газа ', 'Генеральный план', 'Устройство свайного основания на переходе (Поз.1)']]",1
Устройство свайного основания на переходе (Поз.1),"[['Узел редуцирования газа (Поз.1)', 'Технология производства (Поз.1)', 'Устройство свайного основания на переходе (Поз.1)']]",5
Устройство свайного основания опор трубопровода (С119.В-ВХ3),"[['Т.41 Распределительная система управления. Площадка водоподготовки', 'Т.45 Водовод речной воды от точки врезки до ПСП', 'Устройство свайного основания опор трубопровода (С119.В-ВХ3)']]",1
Устройство свайного основания перехода (С119.В-ВХ3),"[['Т.37 Сети пожарной сигнализации. Площадка водоподготовки', 'Т.45 Водовод речной воды от точки врезки до ПСП', 'Устройство свайного основания перехода (С119.В-ВХ3)']]",5
Устройство свайного основания перехода (С119.ВХ3-ПСП),"[['Т.37 Сети пожарной сигнализации. Площадка водоподготовки', 'Т.46 Водовод питьевой воды от ВХ3 до ПСП', 'Устройство свайного основания перехода (С119.ВХ3-ПСП)']]",6
Устройство свайного основания под резервуар (поз.58.2),"[['(Т.58.2) Резервуар вертикальный стальной, V=400 м3', 'Архитектурно-строительные решения (АС) (поз.58.2)', 'Устройство свайного основания под резервуар (поз.58.2)']]",3
Устройство свайного основания под резервуар (поз.58.3),"[['(Т.58.3) Резервуар вертикальный стальной, V=400 м3', 'Архитектурно-строительные решения (АС) (поз.58.3)', 'Устройство свайного основания под резервуар (поз.58.3)']]",5
Устройство свайного основания под резервуар (поз.58.3),"[['Резервуар вертикальный стальной, V=400 м3 (поз.58.3)', 'Архитектурно-строительные решения (поз.58.3)', 'Устройство свайного основания под резервуар (поз.58.3)']]",1
Устройство свайного основания под статические испытания (поз.11),"[['(Т.11) СИКН', 'Архитектурно-строительные решения (АС) (поз.11)', 'Устройство свайного основания под статические испытания (поз.11)']]",1
Устройство свайного основания под статические испытания (поз.11),"[['Строительство Т.11 СИКН', 'Архитектурно-строительные решения (АС) (поз.11)', 'Устройство свайного основания под статические испытания (поз.11)']]",2
Устройство свайного основания под статические испытания (поз.15),"[['(Т.15) Станция насосная и пенного пожаротушения', 'Архитектурно-строительные решения (АС) (поз.15)', 'Устройство свайного основания под статические испытания (поз.15)']]",3
Устройство свайного основания под статические испытания (поз.15),"[['Строительство Т.15 Станция насосная и пенного пожаротушения', 'Архитектурно-строительные решения (АС) (поз.15)', 'Устройство свайного основания под статические испытания (поз.15)']]",2
Устройство свайного основания под статические испытания (поз.43),"[['(Т.43) Операторная', 'Архитектурно-строительные решения (АС) (поз.43)', 'Устройство свайного основания под статические испытания (поз.43)']]",2
Устройство свайного основания под статические испытания (поз.43),"[['Операторная (поз.43)', 'Архитектурно-строительные решения (поз.43)', 'Устройство свайного основания под статические испытания (поз.43)']]",2
Устройство свайного основания под статические испытания (поз.47),"[['(Т.47) Пожарное депо (нет РД)', 'Архитектурно-строительные решения (АС) (поз. 47)', 'Устройство свайного основания под статические испытания (поз.47)']]",1
Устройство свайного основания под статические испытания (поз.47),"[['Пожарное депо (поз.47)', 'Архитектурно-строительные решения (поз.47)', 'Устройство свайного основания под статические испытания (поз.47)']]",4
Устройство свайного основания под трубопровод (С119.В-ВХ3),"[['Т.37 Сети пожарной сигнализации. Площадка водоподготовки', 'Т.45 Водовод речной воды от точки врезки до ПСП', 'Устройство свайного основания под трубопровод (С119.В-ВХ3)']]",3
Устройство свайного основания под трубопровод (поз.201),"[['(Т.70) Блок дозирования химреагента', 'Монтаж основания линейной части (поз.201)', 'Устройство свайного основания под трубопровод (поз.201)']]",3
Устройство свайного основания под трубопровод (поз.201),"[['Напорный нефтепровод ПСП-ГНПС №1 трубопроводной системы ""Заполярье-НПС ""Пур-Пе"" (поз.201)', 'Архитектурно-строительные решения (поз.201)', 'Устройство свайного основания под трубопровод (поз.201)']]",1
Устройство свайного основания под эстакаду (поз.201),"[['(Т.70) Блок дозирования химреагента', 'Монтаж основания линейной части (поз.201)', 'Устройство свайного основания под эстакаду (поз.201)']]",3
Устройство свайного основания под эстакаду (поз.201),"[['Напорный нефтепровод ПСП-ГНПС №1 трубопроводной системы ""Заполярье-НПС ""Пур-Пе"" (поз.201)', 'Архитектурно-строительные решения (поз.201)', 'Устройство свайного основания под эстакаду (поз.201)']]",3
Устройство свайного основания эстакады (С142),"[['Т.37 Сети пожарной сигнализации. Площадка водоподготовки', 'Т.48 Электрическая воздушная линия', 'Устройство свайного основания эстакады (С142)']]",1
Устройство свайного основания эстакады (С142),"[['Т.48 Электрическая воздушная линия', '(ЭВ) Линии электропередачи воздушные', 'Устройство свайного основания эстакады (С142)']]",1
Устройство свайного поля,"['Дополнительные работы', 'МЯ.ОБП ВЖК.ВЖК.2.7', 'Устройство свайного поля']",1
Устройство свайного поля,"['Монтаж КМ', 'Доп работы ', 'Архитектурно-строительные решения (АС)']",5
Устройство свайного поля,"[['1.9 Продовольственная база', 'Общестроительные работы', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['2.15.3 КНС производственно-дождевых стоков', 'АС/поз.2.15.3/Устройство свайного основания, монтаж металлоконструкций', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['2.15.5 КНС производственно-дождевых стоков', 'АС/поз.2.15.5/Устройство свайного основания, монтаж металлоконструкций', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['2.29.1 Эстакада досмотровая', 'АС/поз.2.29.1/Устройство свайного основания, монтаж металлоконструкций', 'Устройство свайного поля']]",6
Устройство свайного поля,"[['2.4 Блок пропарки и утилизации бочкотары', 'Начало АС (поз.2.4)', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['2.7 Ремонтно-эксплуатационный блок с кран-балками 5 тн', 'АС/поз.2.7/Устройство свайного основания, монтаж металлоконструкций', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['АС/поз.1.6/Устройство свайного основания, монтаж металлоконструкций', 'Устройство свайного поля']]",9
Устройство свайного поля,"[['МЯ.ОБП ВЖК.ГП', 'АС', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['МЯ.Полигон ПиТБО.31', 'МЯ.Полигон ПиТБО.ВпСети1', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['МЯ.Полигон ПиТБО.ВпСети1', 'АС Ограждение площадки ППиТБО', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['МЯ.Полигон ПиТБО.ВпСети1', 'АС', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['ОБП ВЖК.ВЖК.1.9', 'АС', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['ОБП ВЖК.ГП', 'АС', 'Устройство свайного поля']]",11
Устройство свайного поля,"[['ОБП ВЖК.ОБП.2.15.4', 'АС', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['Огаждение ОБП ВЖК.ГП', 'АС', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['Ограждение площадки ТБО', 'АС', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['Ограничители высоты проезда ', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['Полигон ПиТБО.ВпСети1', 'АС', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['Полигон ПиТБО.ВпСети1', 'Полигон ПиТБО.Ограждение площадки', 'Устройство свайного поля']]",2
Устройство свайного поля,"[['Полигон ПиТБО.С020 НК', 'АС', 'Устройство свайного поля']]",1
Устройство свайного поля,"[['Продовольственная база (поз.1.9)', 'Архитектурно-строительные решения (АС)', 'Устройство свайного поля']]",6
Устройство свайного поля,"[['Сети 1 этап (Монтаж эстакады)', 'Общестроительные работы', 'Устройство свайного поля']]",1
Устройство свайных оснований,"[['Участок 1.1. ПК00+00 - ПК45+00', 'Линейный участок напорного нефтепровода. Участок ПК00+00 - ПК45+00', 'Устройство свайных оснований']]",3
Устройство свайных оснований,"[['Участок 1.1. ПК00+00 - ПК45+00', 'Узел №4. ПК36+00 ', 'Устройство свайных оснований']]",4
Устройство свайных оснований,"[['Участок 1.1. ПК00+00 - ПК45+00', 'Узел №6. ПК59+00', 'Устройство свайных оснований']]",4
Устройство свайных оснований,"[['Участок 1.1. ПК00+00 - ПК45+00', 'Узел №9. ПК84+00', 'Устройство свайных оснований']]",4
Устройство сетей теплоснабжения (поз.28.1),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.28.1)', 'Тепловые сети (поз.28.1)', 'Устройство сетей теплоснабжения (поз.28.1)']]",8
Устройство сетей теплоснабжения (поз.28.2),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.28.2)', 'Тепловые сети (поз.28.2)', 'Устройство сетей теплоснабжения (поз.28.2)']]",6
Устройство сетей теплоснабжения (поз.32.1),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.1)', 'Тепловые сети (поз.32.1)', 'Устройство сетей теплоснабжения (поз.32.1)']]",8
Устройство сетей теплоснабжения (поз.32.2),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.2)', 'Тепловые сети (поз.32.2)', 'Устройство сетей теплоснабжения (поз.32.2)']]",8
Устройство системы ВК,"[['Склад хранения (поз.6.2)', 'Общестроительные работы (АС.ТТ)', 'Устройство системы ВК']]",3
Устройство системы ВРУ,"[['Склад хранения (поз.6.2)', 'Общестроительные работы (АС.ТТ)', 'Устройство системы ВРУ']]",4
Устройство системы ШУВ,"[['Склад хранения (поз.6.2)', 'Общестроительные работы (АС.ТТ)', 'Устройство системы ШУВ']]",4
Устройство системы вентиляции,"[['2.7 Ремонтно-эксплуатационный блок с кран-балками 5 тн', '5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'Устройство системы вентиляции']]",1
Устройство системы вентиляции,"[['5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'ТХ.ТТ/поз.5.2.1/ОВ', 'Устройство системы вентиляции']]",1
Устройство системы водоснабжения,"['Площадка базы ГСМ с топливораздаточным пунктом', 'Основные инженерные сети', 'Устройство системы водоснабжения']",4
Устройство системы канализации,"['Площадка базы ГСМ с топливораздаточным пунктом', 'Основные инженерные сети', 'Устройство системы канализации']",1
Устройство системы кондиционирования,"[['Склад хранения (поз.6.2)', 'Общестроительные работы (АС.ТТ)', 'Устройство системы кондиционирования']]",1
Устройство системы кондиционирования,"[['Химико-аналитическая лаборатория (поз.6.1)', 'Склад хранения (поз.6.2)', 'Устройство системы кондиционирования']]",1
Устройство системы отопления,"[['5.2.1 Производственный корпус по ремонту УЭЦН и кабельной продукции', 'ТХ.ТТ/поз.5.2.1/ОВ', 'Устройство системы отопления']]",2
Устройство склада ГСМ (поз.58.3),"[['Резервуар вертикальный стальной, V=400 м3 (поз.58.3)', 'Генеральный план (поз.58.3)', 'Устройство склада ГСМ (поз.58.3)']]",5
"Устройство соляных заземлителей АС-6НВ- ""Питон""","[['Участок 1.1. ПК00+00 - ПК45+00', 'Электрическая воздушная линия 35 кВ ЦПС-ПСП.', 'Устройство соляных заземлителей АС-6НВ- ""Питон""']]",2
Устройство стен,"[['ОБП ВЖК.ВЖК.1.9', 'АС', 'Устройство стен']]",1
Устройство тепловой изоляция резервуара (поз.10.1),"[['Резервуар товарной нефти, V=10 000м3 (поз.10.1)', 'Технология производства (поз.10.1)', 'Устройство тепловой изоляция резервуара (поз.10.1)']]",3
Устройство тепловой изоляция резервуара (поз.10.2),"[['Резервуар товарной нефти, V=10 000м3 (поз.10.2)', 'Технология производства (поз.10.2)', 'Устройство тепловой изоляция резервуара (поз.10.2)']]",3
Устройство тепловой изоляция резервуара (поз.10.3),"[['Резервуар товарной нефти, V=10 000м3 (поз.10.3)', 'Технология производства (поз.10.3)', 'Устройство тепловой изоляция резервуара (поз.10.3)']]",4
Устройство тепловой изоляция резервуара (поз.28.2),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.28.2)', 'Сети канализации (поз.28.2)', 'Устройство тепловой изоляция резервуара (поз.28.2)']]",3
Устройство тепловой изоляция резервуара (поз.32.1),"[['Резервуар-накопитель производственно-дождевых вод, V=400 м3 (поз.32.1)', 'Сети канализации (поз.32.1)', 'Устройство тепловой изоляция резервуара (поз.32.1)']]",3
